60,admin.,divorced,secondary,no,174,yes,no,cellular,15,may,241,1,364,1,failure,no
59,management,single,tertiary,no,7668,no,no,cellular,5,aug,124,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,144,yes,no,unknown,5,may,247,2,-1,0,unknown,no
30,management,single,tertiary,no,55,no,no,cellular,21,aug,132,1,-1,0,unknown,no
30,services,married,secondary,no,208,no,no,cellular,9,sep,324,1,-1,0,unknown,no
34,management,married,tertiary,no,5195,no,no,cellular,21,nov,25,3,-1,0,unknown,no
28,management,single,tertiary,no,502,no,no,cellular,16,jun,136,2,-1,0,unknown,yes
46,retired,married,secondary,no,23,yes,yes,cellular,7,aug,122,2,-1,0,unknown,no
31,services,married,secondary,no,1801,yes,no,telephone,6,feb,136,1,274,2,failure,no
34,technician,single,tertiary,no,2671,no,no,cellular,19,aug,119,9,-1,0,unknown,no
53,blue-collar,married,secondary,no,1027,no,no,cellular,21,nov,102,1,121,1,failure,no
53,unknown,divorced,tertiary,no,2272,yes,no,unknown,14,may,243,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,328,yes,yes,cellular,21,nov,18,7,-1,0,unknown,no
55,blue-collar,married,primary,no,-1217,yes,no,cellular,19,aug,242,4,-1,0,unknown,no
32,management,single,tertiary,no,574,yes,no,cellular,20,nov,171,1,127,2,failure,no
35,management,single,tertiary,no,1750,yes,no,cellular,21,apr,333,3,-1,0,unknown,yes
28,technician,single,tertiary,no,968,no,yes,cellular,22,jul,470,2,-1,0,unknown,no
29,management,single,tertiary,no,499,yes,no,cellular,15,may,338,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,2093,no,no,cellular,24,sep,224,2,444,1,failure,yes
30,services,single,secondary,no,-271,yes,no,cellular,7,may,609,1,337,1,success,yes
51,services,married,secondary,no,0,no,no,cellular,18,jul,439,3,-1,0,unknown,no
42,services,single,secondary,no,0,yes,no,cellular,14,may,67,7,177,1,other,no
47,technician,married,secondary,no,536,yes,no,cellular,18,may,778,2,336,2,success,no
38,blue-collar,single,tertiary,no,14058,no,no,telephone,17,jul,293,20,-1,0,unknown,no
34,blue-collar,married,secondary,no,1134,yes,no,cellular,17,apr,408,1,329,2,failure,no
54,admin.,married,tertiary,no,19,no,no,cellular,26,aug,131,2,-1,0,unknown,no
39,services,married,secondary,no,1930,yes,no,cellular,15,jul,92,3,-1,0,unknown,no
34,technician,single,secondary,no,0,no,no,telephone,10,jul,185,1,-1,0,unknown,no
39,housemaid,married,tertiary,no,315,no,no,cellular,28,aug,53,4,-1,0,unknown,no
30,technician,married,tertiary,no,0,no,no,cellular,21,aug,351,6,-1,0,unknown,no
32,blue-collar,single,secondary,no,338,yes,no,unknown,13,may,73,3,-1,0,unknown,no
37,blue-collar,married,secondary,no,15801,yes,no,unknown,14,may,456,9,-1,0,unknown,no
41,blue-collar,married,primary,no,241,yes,no,cellular,20,apr,170,1,150,1,failure,no
78,retired,divorced,tertiary,no,1016,no,no,cellular,22,jun,524,1,-1,0,unknown,no
42,housemaid,single,secondary,no,578,no,no,telephone,28,jan,44,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,457,yes,yes,unknown,27,may,188,1,-1,0,unknown,no
36,admin.,divorced,secondary,no,1089,yes,no,telephone,13,may,83,5,175,4,other,no
48,management,married,tertiary,no,3419,yes,no,cellular,17,nov,75,1,-1,0,unknown,no
58,retired,married,secondary,no,3909,yes,no,unknown,3,jun,80,1,-1,0,unknown,no
56,blue-collar,married,secondary,no,876,yes,no,telephone,18,may,93,2,-1,0,unknown,no
43,blue-collar,married,primary,no,487,yes,no,unknown,7,may,548,2,-1,0,unknown,no
35,technician,single,tertiary,no,5301,no,no,cellular,21,nov,937,2,-1,0,unknown,yes
32,unemployed,single,primary,no,1429,no,no,cellular,8,mar,150,4,-1,0,unknown,no
48,admin.,divorced,secondary,no,83,yes,no,cellular,13,may,1101,1,-1,0,unknown,yes
36,admin.,divorced,secondary,no,592,no,no,cellular,14,jan,96,7,93,7,success,no
27,student,single,tertiary,no,5291,no,no,cellular,12,aug,345,2,-1,0,unknown,no
33,technician,married,tertiary,no,15,no,no,cellular,21,aug,97,2,-1,0,unknown,no
54,services,single,secondary,no,559,yes,yes,unknown,3,jun,242,6,-1,0,unknown,no
66,housemaid,divorced,primary,no,204,no,no,telephone,13,aug,213,1,-1,0,unknown,no
39,services,married,secondary,no,2381,yes,yes,cellular,29,jul,91,3,-1,0,unknown,no
50,management,married,secondary,no,628,no,yes,unknown,2,jun,367,3,-1,0,unknown,no
58,technician,married,primary,yes,-247,no,no,unknown,6,jun,179,1,-1,0,unknown,no
59,technician,married,secondary,no,0,no,no,cellular,29,aug,62,2,-1,0,unknown,no
65,retired,married,tertiary,no,162,no,no,cellular,2,feb,141,2,-1,0,unknown,no
46,technician,married,secondary,no,138,yes,no,cellular,7,apr,226,2,-1,0,unknown,no
47,blue-collar,married,primary,no,273,yes,no,cellular,21,jul,91,3,-1,0,unknown,no
40,blue-collar,married,primary,no,-616,yes,no,cellular,21,nov,182,1,157,2,failure,no
44,management,married,secondary,no,488,no,yes,cellular,29,jan,138,2,183,11,failure,no
26,blue-collar,single,secondary,no,-5,no,no,unknown,19,may,260,1,-1,0,unknown,no
43,unknown,married,primary,no,0,yes,no,cellular,9,jul,132,1,-1,0,unknown,no
46,management,divorced,secondary,no,16,yes,yes,unknown,5,may,188,2,-1,0,unknown,no
35,management,married,tertiary,no,611,no,no,cellular,1,oct,305,2,121,1,success,yes
40,blue-collar,married,primary,no,117,yes,no,unknown,9,may,215,2,-1,0,unknown,no
34,services,married,secondary,no,279,yes,no,unknown,27,may,498,1,-1,0,unknown,no
36,services,married,secondary,no,4721,no,no,cellular,9,jun,150,1,92,5,success,yes
33,blue-collar,married,secondary,no,0,no,yes,cellular,18,jul,453,3,-1,0,unknown,no
31,services,married,secondary,no,203,no,no,cellular,9,jul,359,1,-1,0,unknown,no
37,entrepreneur,married,unknown,no,1134,yes,no,unknown,9,jun,142,3,-1,0,unknown,no
31,management,single,tertiary,no,453,yes,no,unknown,30,may,58,3,-1,0,unknown,no
45,management,married,secondary,no,625,no,no,unknown,20,jun,13,3,-1,0,unknown,no
29,admin.,married,secondary,no,1634,yes,no,unknown,4,jun,402,2,-1,0,unknown,no
37,technician,married,tertiary,no,905,yes,no,cellular,25,aug,111,7,-1,0,unknown,no
31,technician,single,tertiary,no,2744,yes,no,cellular,8,aug,309,2,-1,0,unknown,no
37,technician,single,secondary,no,3,yes,no,cellular,8,aug,90,5,-1,0,unknown,no
40,services,single,secondary,no,224,yes,no,cellular,17,apr,875,2,-1,0,unknown,yes
41,blue-collar,married,primary,no,595,yes,no,cellular,11,may,54,1,-1,0,unknown,no
30,management,single,secondary,no,460,yes,no,cellular,18,nov,86,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,171,1,172,3,failure,no
26,management,single,tertiary,no,592,no,no,telephone,29,jan,145,2,164,1,other,no
33,blue-collar,married,secondary,no,-241,yes,yes,unknown,27,may,169,1,-1,0,unknown,no
70,retired,married,primary,no,2795,no,no,cellular,8,jul,480,1,181,2,success,yes
45,services,married,secondary,no,-33,no,no,cellular,28,jan,198,3,-1,0,unknown,no
47,admin.,single,secondary,no,15,no,no,unknown,12,may,181,4,-1,0,unknown,no
30,admin.,single,secondary,no,43,yes,no,cellular,14,may,91,1,370,2,failure,no
30,blue-collar,married,secondary,no,-135,yes,no,cellular,18,may,57,1,-1,0,unknown,no
34,blue-collar,married,primary,no,602,yes,no,cellular,16,jul,680,1,-1,0,unknown,no
62,retired,married,secondary,no,3340,no,no,cellular,4,aug,259,1,35,1,failure,no
57,management,divorced,tertiary,no,236,no,no,cellular,18,nov,120,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,23,no,no,cellular,23,jul,56,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,701,yes,no,unknown,15,may,1051,3,-1,0,unknown,no
55,blue-collar,married,primary,no,1512,no,no,cellular,11,aug,262,4,-1,0,unknown,no
49,management,married,tertiary,no,87,no,no,cellular,29,jan,165,1,-1,0,unknown,no
35,technician,divorced,tertiary,no,0,yes,no,unknown,15,may,759,1,-1,0,unknown,no
59,housemaid,divorced,primary,no,502,yes,no,telephone,14,may,27,3,-1,0,unknown,no
54,technician,married,secondary,no,184,no,no,cellular,29,aug,81,8,-1,0,unknown,no
72,retired,married,primary,no,3856,no,no,cellular,10,dec,582,4,115,1,other,yes
51,blue-collar,married,primary,no,1127,yes,no,unknown,6,may,47,1,-1,0,unknown,no
32,technician,married,unknown,no,712,no,no,cellular,26,may,112,1,-1,0,unknown,no
30,services,single,secondary,no,21,yes,no,unknown,7,may,104,2,-1,0,unknown,no
52,retired,married,primary,no,9,no,no,unknown,18,jun,243,1,-1,0,unknown,no
50,management,single,tertiary,no,1200,no,no,cellular,14,aug,904,3,-1,0,unknown,yes
70,retired,married,secondary,no,1164,no,no,telephone,14,may,338,3,185,2,failure,no
46,unknown,married,unknown,no,613,no,no,unknown,6,jun,51,1,-1,0,unknown,no
44,management,married,tertiary,no,673,no,no,cellular,5,feb,105,1,-1,0,unknown,no
45,self-employed,married,tertiary,no,-312,no,no,telephone,18,nov,46,4,-1,0,unknown,no
31,admin.,married,secondary,no,782,yes,no,cellular,20,nov,427,1,-1,0,unknown,no
54,technician,married,tertiary,yes,337,yes,no,unknown,28,may,302,2,-1,0,unknown,no
44,services,married,secondary,no,-230,yes,yes,unknown,27,may,99,1,-1,0,unknown,no
37,management,single,tertiary,no,4543,yes,no,cellular,8,may,137,1,340,5,failure,no
25,services,married,secondary,no,1078,no,no,telephone,21,jul,218,2,-1,0,unknown,no
32,management,single,tertiary,no,229,yes,no,cellular,18,may,345,1,-1,0,unknown,no
54,blue-collar,married,primary,no,7073,no,no,cellular,26,aug,479,6,-1,0,unknown,no
43,blue-collar,married,primary,no,0,no,no,unknown,12,jun,30,1,-1,0,unknown,no
36,self-employed,single,tertiary,no,3560,no,no,unknown,2,jun,409,2,-1,0,unknown,no
33,management,married,tertiary,no,1388,yes,no,cellular,10,nov,280,1,89,2,failure,no
34,services,single,secondary,no,-96,yes,no,unknown,2,jun,269,3,-1,0,unknown,no
27,services,single,secondary,no,4,yes,yes,unknown,9,may,490,1,-1,0,unknown,no
31,management,single,tertiary,no,424,no,yes,cellular,7,aug,224,2,-1,0,unknown,no
38,management,married,tertiary,no,14352,no,no,unknown,6,sep,8,1,-1,0,unknown,no
55,services,married,secondary,no,841,yes,no,cellular,15,may,140,9,372,4,failure,no
54,management,married,tertiary,no,95,no,no,cellular,11,jul,104,1,-1,0,unknown,no
54,self-employed,married,secondary,no,153,yes,no,unknown,5,jun,40,1,-1,0,unknown,no
26,housemaid,married,tertiary,no,543,no,no,cellular,30,jan,169,3,-1,0,unknown,no
34,blue-collar,married,secondary,no,840,yes,no,cellular,12,may,275,3,-1,0,unknown,no
48,admin.,married,secondary,no,395,no,no,unknown,5,jun,168,1,-1,0,unknown,no
27,admin.,single,secondary,no,1123,no,no,cellular,17,aug,75,1,-1,0,unknown,no
45,self-employed,married,secondary,no,830,no,no,cellular,19,nov,180,1,111,2,failure,no
44,blue-collar,single,secondary,no,276,yes,no,unknown,29,jun,13,1,411,6,failure,no
37,entrepreneur,married,primary,no,62,no,no,cellular,31,jul,404,2,-1,0,unknown,no
57,blue-collar,married,secondary,no,5270,yes,no,telephone,17,nov,101,1,-1,0,unknown,no
44,technician,single,secondary,no,293,yes,no,cellular,8,may,345,2,358,1,failure,no
47,admin.,single,secondary,no,-874,yes,no,cellular,30,jul,528,2,-1,0,unknown,no
25,management,single,tertiary,no,3902,no,no,cellular,23,sep,856,1,-1,0,unknown,yes
29,self-employed,single,tertiary,no,579,no,no,unknown,30,may,296,2,-1,0,unknown,no
40,blue-collar,married,primary,no,558,yes,yes,unknown,21,may,56,3,-1,0,unknown,no
33,blue-collar,married,secondary,no,157,yes,no,cellular,18,nov,110,1,182,1,failure,no
48,blue-collar,married,primary,no,474,yes,yes,unknown,3,jul,414,1,-1,0,unknown,no
34,self-employed,married,tertiary,no,-236,yes,no,cellular,7,jul,118,4,-1,0,unknown,no
35,management,married,tertiary,no,750,yes,no,cellular,18,aug,233,12,-1,0,unknown,no
60,housemaid,married,primary,no,182,no,no,cellular,9,aug,182,2,95,11,failure,no
58,management,single,tertiary,no,21,no,no,telephone,28,aug,315,19,-1,0,unknown,no
60,self-employed,married,primary,no,362,no,yes,cellular,29,jul,816,6,-1,0,unknown,yes
39,blue-collar,married,secondary,no,280,yes,no,unknown,2,jun,147,3,-1,0,unknown,no
40,blue-collar,married,primary,no,98,yes,no,unknown,2,jun,193,5,-1,0,unknown,no
32,technician,single,secondary,no,109,no,no,cellular,27,aug,101,3,-1,0,unknown,no
41,services,divorced,secondary,no,840,yes,no,cellular,2,feb,938,1,-1,0,unknown,yes
35,management,divorced,tertiary,no,146,no,no,cellular,6,aug,720,2,-1,0,unknown,yes
25,blue-collar,single,primary,no,17,yes,no,unknown,13,may,97,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,137,no,no,cellular,10,jul,624,1,-1,0,unknown,no
31,technician,single,tertiary,yes,24,no,no,cellular,21,aug,246,2,-1,0,unknown,no
41,blue-collar,married,secondary,yes,-204,yes,no,unknown,15,may,50,7,-1,0,unknown,no
32,technician,married,secondary,no,4790,yes,no,cellular,22,jul,314,2,-1,0,unknown,no
57,admin.,divorced,secondary,no,4378,yes,no,unknown,19,may,78,3,-1,0,unknown,no
43,blue-collar,divorced,secondary,no,16,yes,no,unknown,14,may,485,2,-1,0,unknown,no
49,technician,divorced,secondary,no,972,no,no,cellular,16,nov,104,3,175,2,failure,no
35,self-employed,married,tertiary,no,8647,no,no,cellular,19,nov,140,2,-1,0,unknown,no
24,student,single,secondary,no,508,yes,no,telephone,18,may,12,3,374,1,other,no
35,management,married,tertiary,no,440,yes,no,unknown,20,may,110,1,-1,0,unknown,no
50,admin.,married,secondary,no,715,no,no,cellular,28,aug,131,13,-1,0,unknown,no
41,management,single,tertiary,no,0,no,no,cellular,31,jul,24,4,-1,0,unknown,no
60,housemaid,divorced,secondary,no,555,yes,no,cellular,22,jul,261,3,-1,0,unknown,no
41,management,married,tertiary,no,10758,yes,no,cellular,1,jun,288,1,-1,0,unknown,no
50,technician,divorced,secondary,no,0,yes,no,cellular,13,aug,120,2,91,6,failure,no
44,technician,married,secondary,no,331,yes,no,cellular,20,aug,256,4,-1,0,unknown,no
31,technician,single,tertiary,no,50,no,no,cellular,21,aug,794,1,-1,0,unknown,no
57,technician,married,primary,no,67,no,no,unknown,5,jun,67,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,-755,yes,yes,cellular,5,may,162,1,337,1,failure,no
49,management,married,tertiary,no,1167,yes,yes,cellular,25,jun,213,6,150,8,failure,yes
38,unemployed,married,secondary,no,1906,no,yes,cellular,20,nov,210,2,-1,0,unknown,no
54,blue-collar,married,primary,no,38,no,no,cellular,28,jul,115,8,-1,0,unknown,no
30,technician,single,secondary,no,249,no,no,cellular,12,may,406,1,-1,0,unknown,no
41,entrepreneur,married,secondary,no,2959,yes,no,telephone,25,jul,110,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,5909,yes,no,cellular,18,may,420,2,-1,0,unknown,yes
50,management,married,tertiary,no,109,yes,no,cellular,13,aug,185,2,-1,0,unknown,no
33,admin.,single,secondary,no,1437,yes,no,unknown,21,may,641,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,1318,yes,no,unknown,17,jun,681,2,-1,0,unknown,no
33,management,single,tertiary,no,171,yes,no,cellular,17,jul,71,1,-1,0,unknown,no
59,retired,married,primary,no,-411,no,no,cellular,29,jan,225,1,-1,0,unknown,no
47,services,single,secondary,no,33,yes,no,cellular,5,may,298,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,163,yes,yes,cellular,23,jul,123,2,-1,0,unknown,no
31,self-employed,married,tertiary,no,170,no,yes,cellular,28,jul,98,16,-1,0,unknown,no
50,blue-collar,married,primary,no,2190,no,no,unknown,17,jun,269,1,-1,0,unknown,no
46,technician,married,secondary,no,0,no,no,cellular,30,apr,200,1,259,2,other,yes
65,unemployed,married,tertiary,no,0,no,no,cellular,10,aug,465,1,-1,0,unknown,no
39,admin.,married,secondary,no,-362,yes,no,unknown,20,may,145,2,-1,0,unknown,no
56,blue-collar,divorced,primary,no,-9,yes,yes,cellular,8,may,728,1,-1,0,unknown,yes
37,technician,married,secondary,no,987,yes,yes,cellular,14,may,306,2,-1,0,unknown,no
45,technician,married,secondary,no,865,no,no,cellular,29,aug,80,4,-1,0,unknown,no
35,admin.,married,secondary,no,-488,yes,no,unknown,2,jun,97,4,-1,0,unknown,no
58,blue-collar,married,secondary,no,544,no,no,unknown,17,jun,97,1,-1,0,unknown,no
43,services,married,secondary,no,-392,no,yes,cellular,8,jul,185,1,-1,0,unknown,no
28,admin.,single,secondary,no,1076,yes,no,unknown,2,jun,537,5,-1,0,unknown,no
32,housemaid,married,primary,no,2678,no,no,cellular,18,aug,779,9,-1,0,unknown,no
53,admin.,married,secondary,no,2955,no,no,unknown,19,jun,605,1,-1,0,unknown,no
35,management,single,tertiary,no,837,no,no,cellular,4,aug,329,1,-1,0,unknown,no
35,admin.,single,tertiary,no,5007,yes,no,cellular,11,nov,133,1,90,3,failure,no
28,technician,single,tertiary,no,-123,no,yes,cellular,23,jul,690,1,-1,0,unknown,yes
37,management,married,tertiary,no,1315,no,no,cellular,30,jun,224,1,-1,0,unknown,yes
46,technician,single,tertiary,no,628,no,no,cellular,20,nov,454,5,-1,0,unknown,no
35,blue-collar,single,primary,no,1277,yes,no,cellular,20,apr,143,4,-1,0,unknown,no
25,technician,single,tertiary,no,1231,no,no,cellular,31,aug,271,2,-1,0,unknown,yes
34,management,divorced,tertiary,no,13204,yes,yes,cellular,20,nov,197,2,-1,0,unknown,no
32,management,single,tertiary,no,597,no,yes,cellular,24,jul,869,1,-1,0,unknown,no
50,technician,divorced,tertiary,no,-1455,yes,yes,cellular,6,feb,119,1,-1,0,unknown,no
50,blue-collar,married,primary,no,19,no,no,cellular,25,aug,103,3,-1,0,unknown,no
34,unemployed,married,secondary,no,6438,yes,no,cellular,21,nov,21,7,-1,0,unknown,no
32,services,married,secondary,no,0,yes,no,cellular,25,jul,83,10,-1,0,unknown,no
40,blue-collar,married,secondary,no,1508,no,no,cellular,3,nov,177,2,85,3,failure,no
30,admin.,married,secondary,no,187,yes,no,cellular,18,nov,106,1,-1,0,unknown,no
43,technician,divorced,secondary,no,-278,no,no,cellular,28,aug,103,8,-1,0,unknown,no
47,technician,divorced,secondary,no,598,no,no,cellular,27,aug,120,8,-1,0,unknown,no
35,technician,married,secondary,no,1255,no,no,unknown,17,jun,445,2,-1,0,unknown,no
33,self-employed,married,primary,no,0,no,no,cellular,6,aug,139,8,-1,0,unknown,no
44,blue-collar,married,unknown,no,3373,yes,no,cellular,20,apr,48,2,342,1,failure,no
30,services,single,secondary,no,101,yes,no,cellular,19,nov,85,2,-1,0,unknown,no
31,management,single,tertiary,no,1836,yes,no,cellular,12,aug,177,2,-1,0,unknown,no
30,admin.,single,secondary,no,648,no,no,cellular,19,oct,54,1,-1,0,unknown,no
38,entrepreneur,married,secondary,no,8,no,no,unknown,12,jun,339,3,-1,0,unknown,no
48,blue-collar,married,primary,no,329,no,yes,telephone,23,jul,85,6,-1,0,unknown,no
30,technician,single,tertiary,no,1109,no,no,cellular,22,aug,215,2,-1,0,unknown,no
35,admin.,married,secondary,no,1098,yes,yes,unknown,2,jun,143,2,-1,0,unknown,no
36,technician,single,secondary,yes,12,no,no,cellular,12,aug,587,2,-1,0,unknown,yes
30,entrepreneur,married,tertiary,no,366,no,no,cellular,13,aug,75,6,-1,0,unknown,no
54,housemaid,married,secondary,no,42,yes,no,unknown,13,may,514,5,-1,0,unknown,no
35,management,single,tertiary,no,2749,no,no,cellular,13,may,127,1,-1,0,unknown,no
93,retired,married,unknown,no,775,no,no,cellular,22,jul,860,2,177,7,success,yes
42,technician,divorced,secondary,no,1533,no,yes,cellular,5,aug,86,1,-1,0,unknown,no
37,management,single,tertiary,no,2265,yes,no,cellular,16,jul,64,1,-1,0,unknown,no
47,self-employed,married,secondary,no,2830,yes,no,telephone,20,nov,713,6,-1,0,unknown,no
32,blue-collar,single,primary,no,3595,yes,no,cellular,21,nov,171,2,-1,0,unknown,no
26,admin.,single,secondary,no,-378,no,yes,cellular,8,jul,165,1,-1,0,unknown,no
45,self-employed,married,secondary,no,-30,yes,yes,unknown,6,jun,165,2,-1,0,unknown,no
38,technician,married,secondary,no,2000,yes,no,cellular,7,may,198,2,-1,0,unknown,no
50,entrepreneur,married,primary,no,300,yes,no,cellular,8,may,99,1,339,2,other,no
32,admin.,married,secondary,no,0,no,no,cellular,16,jul,141,7,-1,0,unknown,no
31,management,married,tertiary,no,451,yes,no,cellular,5,may,67,1,-1,0,unknown,no
34,admin.,married,tertiary,no,457,no,no,cellular,6,feb,144,5,-1,0,unknown,no
31,blue-collar,single,secondary,no,-190,yes,no,cellular,6,may,127,2,-1,0,unknown,no
53,retired,married,primary,no,0,no,no,cellular,31,jul,85,3,-1,0,unknown,no
56,blue-collar,divorced,primary,no,12,no,no,cellular,8,jul,226,1,-1,0,unknown,no
32,technician,single,tertiary,no,20,yes,yes,cellular,18,aug,193,5,-1,0,unknown,no
35,management,single,tertiary,no,1531,yes,no,cellular,19,nov,127,1,-1,0,unknown,no
29,admin.,single,secondary,no,265,yes,no,cellular,25,may,304,1,-1,0,unknown,no
67,retired,divorced,primary,no,2027,no,no,cellular,15,mar,161,2,-1,0,unknown,yes
32,entrepreneur,married,tertiary,no,4465,yes,no,unknown,21,may,161,2,-1,0,unknown,no
35,admin.,divorced,secondary,no,0,yes,no,cellular,7,may,262,2,-1,0,unknown,no
36,self-employed,married,tertiary,no,2012,no,no,cellular,10,feb,188,7,-1,0,unknown,no
33,blue-collar,married,secondary,no,-271,yes,yes,unknown,26,may,118,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,5517,yes,no,cellular,10,jul,584,1,-1,0,unknown,yes
28,admin.,single,secondary,no,659,no,no,cellular,9,feb,70,2,-1,0,unknown,no
70,retired,married,secondary,no,2626,no,no,cellular,2,sep,140,2,-1,0,unknown,yes
38,services,married,secondary,no,0,yes,yes,cellular,11,jul,184,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,0,no,yes,cellular,10,jul,351,2,-1,0,unknown,no
37,management,married,tertiary,no,727,no,no,cellular,21,aug,176,10,-1,0,unknown,no
40,technician,married,secondary,no,257,yes,no,unknown,16,may,731,4,-1,0,unknown,no
29,admin.,married,tertiary,no,238,no,no,cellular,25,may,344,2,88,1,failure,yes
68,retired,divorced,primary,no,250,no,no,cellular,3,feb,360,1,-1,0,unknown,yes
34,technician,married,secondary,no,1234,yes,no,cellular,24,jul,185,6,-1,0,unknown,no
35,blue-collar,married,secondary,no,535,yes,no,unknown,30,may,265,3,-1,0,unknown,no
43,unemployed,married,unknown,no,970,yes,no,telephone,1,sep,513,13,288,11,failure,no
26,blue-collar,single,secondary,no,184,no,no,cellular,3,feb,110,2,6,1,other,no
35,services,single,primary,no,790,no,no,cellular,8,jul,221,1,-1,0,unknown,no
37,technician,married,secondary,no,490,yes,no,unknown,30,may,226,1,-1,0,unknown,no
47,management,divorced,unknown,no,582,yes,yes,unknown,16,jun,123,2,-1,0,unknown,no
37,services,married,secondary,no,749,yes,no,cellular,3,apr,121,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,2137,no,no,unknown,29,may,413,1,-1,0,unknown,no
41,services,married,secondary,no,572,yes,no,cellular,11,may,188,1,-1,0,unknown,no
47,services,married,secondary,no,5,no,no,cellular,28,aug,169,1,-1,0,unknown,no
45,unemployed,married,secondary,no,-407,yes,no,cellular,15,may,320,3,371,2,failure,no
35,self-employed,single,tertiary,no,0,yes,yes,cellular,18,may,185,1,-1,0,unknown,no
37,technician,single,tertiary,no,453,no,no,cellular,18,aug,129,4,-1,0,unknown,no
34,technician,married,secondary,no,114,yes,yes,cellular,4,jun,153,1,309,3,other,no
47,technician,single,secondary,no,-239,yes,yes,cellular,7,jul,973,3,-1,0,unknown,yes
31,blue-collar,married,primary,no,81,yes,no,unknown,13,may,245,4,-1,0,unknown,no
32,services,divorced,secondary,no,1156,yes,no,cellular,19,nov,81,1,182,1,failure,no
26,entrepreneur,single,secondary,no,101,yes,no,unknown,13,may,723,1,-1,0,unknown,no
38,management,married,tertiary,no,516,yes,no,telephone,16,apr,198,3,-1,0,unknown,no
50,admin.,single,secondary,no,2252,no,no,cellular,30,apr,652,2,-1,0,unknown,yes
36,technician,single,secondary,no,140,yes,no,cellular,19,aug,100,9,-1,0,unknown,no
34,admin.,single,secondary,no,391,yes,no,cellular,29,jan,77,1,265,2,failure,no
27,self-employed,divorced,secondary,no,165,yes,no,cellular,6,feb,1160,2,192,4,failure,no
39,blue-collar,married,secondary,no,483,yes,no,unknown,5,may,282,1,-1,0,unknown,no
32,management,married,tertiary,no,1208,no,no,cellular,11,aug,221,3,-1,0,unknown,no
38,services,married,secondary,no,123,yes,yes,telephone,16,jul,202,6,-1,0,unknown,no
37,blue-collar,married,primary,no,-137,yes,no,cellular,15,may,800,5,-1,0,unknown,no
41,blue-collar,married,secondary,no,196,yes,no,unknown,13,may,488,1,-1,0,unknown,no
44,admin.,married,secondary,no,1248,yes,yes,cellular,8,may,428,3,-1,0,unknown,no
26,management,single,tertiary,no,1274,yes,no,cellular,9,mar,101,1,-1,0,unknown,no
50,blue-collar,married,primary,no,419,yes,no,unknown,13,may,116,4,-1,0,unknown,no
58,management,married,tertiary,no,14922,no,no,cellular,5,aug,68,2,-1,0,unknown,no
