i,simple/bagged,bias,variance,gen_error
53,simple,0.4444,1.3333333333333335,1.7777777777777781
54,simple,0.0,0.0,0.0
55,simple,0.4444,1.3333333333333335,1.7777777777777781
56,simple,4.0,0.0,4.0
57,simple,0.4444,1.3333333333333335,1.7777777777777781
58,simple,0.4444,1.3333333333333335,1.7777777777777781
59,simple,0.0,0.0,0.0
60,simple,0.0,0.0,0.0
61,simple,0.4444,1.3333333333333335,1.7777777777777781
62,simple,0.4444,1.3333333333333335,1.7777777777777781
63,simple,0.4444,1.3333333333333335,1.7777777777777781
64,simple,0.4444,1.3333333333333335,1.7777777777777781
65,simple,0.4444,1.3333333333333335,1.7777777777777781
66,simple,0.4444,1.3333333333333335,1.7777777777777781
67,simple,0.0,0.0,0.0
68,simple,0.0,0.0,0.0
69,simple,0.0,0.0,0.0
70,simple,0.0,0.0,0.0
71,simple,1.7778,1.3333333333333335,3.111111111111111
72,simple,0.0,0.0,0.0
73,simple,1.7778,1.3333333333333335,3.111111111111111
74,simple,1.7778,1.3333333333333335,3.111111111111111
75,simple,0.0,0.0,0.0
76,simple,0.4444,1.3333333333333335,1.7777777777777781
77,simple,0.4444,1.3333333333333335,1.7777777777777781
78,simple,0.4444,1.3333333333333335,1.7777777777777781
79,simple,1.7778,1.3333333333333335,3.111111111111111
80,simple,0.0,0.0,0.0
81,simple,0.0,0.0,0.0
82,simple,0.4444,1.3333333333333335,1.7777777777777781
83,simple,0.0,0.0,0.0
84,simple,0.0,0.0,0.0
85,simple,0.4444,1.3333333333333335,1.7777777777777781
86,simple,0.4444,1.3333333333333335,1.7777777777777781
87,simple,0.4444,1.3333333333333335,1.7777777777777781
88,simple,0.4444,1.3333333333333335,1.7777777777777781
89,simple,0.4444,1.3333333333333335,1.7777777777777781
90,simple,0.4444,1.3333333333333335,1.7777777777777781
91,simple,4.0,0.0,4.0
92,simple,0.0,0.0,0.0
93,simple,1.7778,1.3333333333333335,3.111111111111111
94,simple,0.0,0.0,0.0
95,simple,1.7778,1.3333333333333335,3.111111111111111
96,simple,0.0,0.0,0.0
97,simple,0.4444,1.3333333333333335,1.7777777777777781
98,simple,0.0,0.0,0.0
99,simple,0.0,0.0,0.0
100,simple,0.0,0.0,0.0
101,simple,0.0,0.0,0.0
102,simple,0.4444,1.3333333333333335,1.7777777777777781
103,simple,0.0,0.0,0.0
104,simple,0.0,0.0,0.0
105,simple,4.0,0.0,4.0
106,simple,0.4444,1.3333333333333335,1.7777777777777781
107,simple,0.4444,1.3333333333333335,1.7777777777777781
108,simple,0.0,0.0,0.0
109,simple,0.0,0.0,0.0
110,simple,0.0,0.0,0.0
111,simple,0.4444,1.3333333333333335,1.7777777777777781
112,simple,0.0,0.0,0.0
113,simple,0.0,0.0,0.0
114,simple,4.0,0.0,4.0
115,simple,0.4444,1.3333333333333335,1.7777777777777781
116,simple,0.0,0.0,0.0
117,simple,0.0,0.0,0.0
118,simple,0.0,0.0,0.0
119,simple,1.7778,1.3333333333333335,3.111111111111111
120,simple,0.0,0.0,0.0
121,simple,0.4444,1.3333333333333335,1.7777777777777781
122,simple,0.0,0.0,0.0
123,simple,0.0,0.0,0.0
124,simple,0.4444,1.3333333333333335,1.7777777777777781
125,simple,0.0,0.0,0.0
126,simple,0.4444,1.3333333333333335,1.7777777777777781
127,simple,0.0,0.0,0.0
128,simple,0.4444,1.3333333333333335,1.7777777777777781
129,simple,1.7778,1.3333333333333335,3.111111111111111
130,simple,0.0,0.0,0.0
131,simple,0.4444,1.3333333333333335,1.7777777777777781
132,simple,1.7778,1.3333333333333335,3.111111111111111
133,simple,4.0,0.0,4.0
134,simple,0.4444,1.3333333333333335,1.7777777777777781
135,simple,0.0,0.0,0.0
136,simple,0.4444,1.3333333333333335,1.7777777777777781
137,simple,0.0,0.0,0.0
138,simple,1.7778,1.3333333333333335,3.111111111111111
139,simple,0.0,0.0,0.0
140,simple,0.4444,1.3333333333333335,1.7777777777777781
141,simple,0.4444,1.3333333333333335,1.7777777777777781
142,simple,0.0,0.0,0.0
143,simple,0.0,0.0,0.0
144,simple,0.0,0.0,0.0
145,simple,0.4444,1.3333333333333335,1.7777777777777781
146,simple,1.7778,1.3333333333333335,3.111111111111111
147,simple,0.0,0.0,0.0
148,simple,0.4444,1.3333333333333335,1.7777777777777781
149,simple,1.7778,1.3333333333333335,3.111111111111111
150,simple,0.4444,1.3333333333333335,1.7777777777777781
151,simple,0.0,0.0,0.0
152,simple,4.0,0.0,4.0
153,simple,0.4444,1.3333333333333335,1.7777777777777781
154,simple,0.4444,1.3333333333333335,1.7777777777777781
155,simple,0.0,0.0,0.0
156,simple,0.4444,1.3333333333333335,1.7777777777777781
157,simple,0.4444,1.3333333333333335,1.7777777777777781
158,simple,0.0,0.0,0.0
159,simple,0.4444,1.3333333333333335,1.7777777777777781
160,simple,0.4444,1.3333333333333335,1.7777777777777781
161,simple,0.0,0.0,0.0
162,simple,0.0,0.0,0.0
163,simple,0.4444,1.3333333333333335,1.7777777777777781
164,simple,1.7778,1.3333333333333335,3.111111111111111
165,simple,1.7778,1.3333333333333335,3.111111111111111
166,simple,0.4444,1.3333333333333335,1.7777777777777781
167,simple,0.0,0.0,0.0
168,simple,0.0,0.0,0.0
169,simple,0.0,0.0,0.0
170,simple,0.4444,1.3333333333333335,1.7777777777777781
171,simple,0.0,0.0,0.0
172,simple,0.4444,1.3333333333333335,1.7777777777777781
173,simple,0.0,0.0,0.0
174,simple,4.0,0.0,4.0
175,simple,0.0,0.0,0.0
176,simple,4.0,0.0,4.0
177,simple,0.4444,1.3333333333333335,1.7777777777777781
178,simple,0.0,0.0,0.0
179,simple,0.0,0.0,0.0
180,simple,0.0,0.0,0.0
181,simple,1.7778,1.3333333333333335,3.111111111111111
182,simple,4.0,0.0,4.0
183,simple,0.0,0.0,0.0
184,simple,0.0,0.0,0.0
185,simple,1.7778,1.3333333333333335,3.111111111111111
186,simple,0.4444,1.3333333333333335,1.7777777777777781
187,simple,0.0,0.0,0.0
188,simple,0.0,0.0,0.0
189,simple,0.0,0.0,0.0
190,simple,0.0,0.0,0.0
191,simple,0.0,0.0,0.0
192,simple,0.0,0.0,0.0
193,simple,0.0,0.0,0.0
194,simple,0.0,0.0,0.0
195,simple,0.4444,1.3333333333333335,1.7777777777777781
196,simple,1.7778,1.3333333333333335,3.111111111111111
197,simple,0.4444,1.3333333333333335,1.7777777777777781
198,simple,0.0,0.0,0.0
199,simple,1.7778,1.3333333333333335,3.111111111111111
200,simple,0.0,0.0,0.0
201,simple,0.4444,1.3333333333333335,1.7777777777777781
202,simple,0.4444,1.3333333333333335,1.7777777777777781
203,simple,0.4444,1.3333333333333335,1.7777777777777781
204,simple,0.0,0.0,0.0
205,simple,0.4444,1.3333333333333335,1.7777777777777781
206,simple,0.0,0.0,0.0
207,simple,0.0,0.0,0.0
208,simple,4.0,0.0,4.0
209,simple,0.0,0.0,0.0
210,simple,0.0,0.0,0.0
211,simple,0.4444,1.3333333333333335,1.7777777777777781
212,simple,1.7778,1.3333333333333335,3.111111111111111
213,simple,0.0,0.0,0.0
214,simple,0.0,0.0,0.0
215,simple,0.4444,1.3333333333333335,1.7777777777777781
216,simple,4.0,0.0,4.0
217,simple,0.4444,1.3333333333333335,1.7777777777777781
218,simple,0.0,0.0,0.0
219,simple,0.0,0.0,0.0
220,simple,0.0,0.0,0.0
221,simple,0.0,0.0,0.0
222,simple,0.0,0.0,0.0
223,simple,0.4444,1.3333333333333335,1.7777777777777781
224,simple,0.4444,1.3333333333333335,1.7777777777777781
225,simple,0.0,0.0,0.0
226,simple,0.0,0.0,0.0
227,simple,0.4444,1.3333333333333335,1.7777777777777781
228,simple,0.0,0.0,0.0
229,simple,0.0,0.0,0.0
230,simple,0.0,0.0,0.0
231,simple,0.0,0.0,0.0
232,simple,0.4444,1.3333333333333335,1.7777777777777781
233,simple,1.7778,1.3333333333333335,3.111111111111111
234,simple,1.7778,1.3333333333333335,3.111111111111111
235,simple,0.4444,1.3333333333333335,1.7777777777777781
236,simple,0.0,0.0,0.0
237,simple,0.4444,1.3333333333333335,1.7777777777777781
238,simple,0.0,0.0,0.0
239,simple,0.0,0.0,0.0
240,simple,0.4444,1.3333333333333335,1.7777777777777781
241,simple,0.4444,1.3333333333333335,1.7777777777777781
242,simple,0.4444,1.3333333333333335,1.7777777777777781
243,simple,1.7778,1.3333333333333335,3.111111111111111
244,simple,0.4444,1.3333333333333335,1.7777777777777781
245,simple,1.7778,1.3333333333333335,3.111111111111111
246,simple,0.0,0.0,0.0
247,simple,0.4444,1.3333333333333335,1.7777777777777781
248,simple,0.4444,1.3333333333333335,1.7777777777777781
249,simple,0.4444,1.3333333333333335,1.7777777777777781
250,simple,1.7778,1.3333333333333335,3.111111111111111
251,simple,0.0,0.0,0.0
252,simple,0.0,0.0,0.0
253,simple,0.0,0.0,0.0
254,simple,1.7778,1.3333333333333335,3.111111111111111
255,simple,0.4444,1.3333333333333335,1.7777777777777781
256,simple,4.0,0.0,4.0
257,simple,0.4444,1.3333333333333335,1.7777777777777781
258,simple,4.0,0.0,4.0
259,simple,0.0,0.0,0.0
260,simple,0.0,0.0,0.0
261,simple,0.4444,1.3333333333333335,1.7777777777777781
262,simple,0.0,0.0,0.0
263,simple,4.0,0.0,4.0
264,simple,0.0,0.0,0.0
265,simple,0.4444,1.3333333333333335,1.7777777777777781
266,simple,0.4444,1.3333333333333335,1.7777777777777781
267,simple,4.0,0.0,4.0
268,simple,1.7778,1.3333333333333335,3.111111111111111
269,simple,0.0,0.0,0.0
270,simple,0.0,0.0,0.0
271,simple,0.0,0.0,0.0
272,simple,0.0,0.0,0.0
273,simple,0.0,0.0,0.0
274,simple,0.4444,1.3333333333333335,1.7777777777777781
275,simple,4.0,0.0,4.0
276,simple,0.0,0.0,0.0
277,simple,0.4444,1.3333333333333335,1.7777777777777781
278,simple,0.0,0.0,0.0
279,simple,1.7778,1.3333333333333335,3.111111111111111
280,simple,0.0,0.0,0.0
281,simple,1.7778,1.3333333333333335,3.111111111111111
282,simple,0.0,0.0,0.0
283,simple,1.7778,1.3333333333333335,3.111111111111111
284,simple,0.0,0.0,0.0
285,simple,1.7778,1.3333333333333335,3.111111111111111
286,simple,0.0,0.0,0.0
287,simple,0.0,0.0,0.0
288,simple,0.4444,1.3333333333333335,1.7777777777777781
289,simple,0.0,0.0,0.0
290,simple,0.4444,1.3333333333333335,1.7777777777777781
291,simple,0.0,0.0,0.0
292,simple,0.0,0.0,0.0
293,simple,0.4444,1.3333333333333335,1.7777777777777781
294,simple,1.7778,1.3333333333333335,3.111111111111111
295,simple,0.4444,1.3333333333333335,1.7777777777777781
296,simple,0.4444,1.3333333333333335,1.7777777777777781
297,simple,0.0,0.0,0.0
298,simple,0.0,0.0,0.0
299,simple,0.4444,1.3333333333333335,1.7777777777777781
300,simple,1.7778,1.3333333333333335,3.111111111111111
301,simple,0.0,0.0,0.0
302,simple,1.7778,1.3333333333333335,3.111111111111111
303,simple,0.0,0.0,0.0
304,simple,0.4444,1.3333333333333335,1.7777777777777781
305,simple,4.0,0.0,4.0
306,simple,0.0,0.0,0.0
307,simple,0.0,0.0,0.0
308,simple,1.7778,1.3333333333333335,3.111111111111111
309,simple,0.0,0.0,0.0
310,simple,0.4444,1.3333333333333335,1.7777777777777781
311,simple,1.7778,1.3333333333333335,3.111111111111111
312,simple,0.4444,1.3333333333333335,1.7777777777777781
313,simple,0.0,0.0,0.0
314,simple,0.4444,1.3333333333333335,1.7777777777777781
315,simple,0.4444,1.3333333333333335,1.7777777777777781
316,simple,1.7778,1.3333333333333335,3.111111111111111
317,simple,1.7778,1.3333333333333335,3.111111111111111
318,simple,0.4444,1.3333333333333335,1.7777777777777781
319,simple,0.4444,1.3333333333333335,1.7777777777777781
320,simple,0.0,0.0,0.0
321,simple,4.0,0.0,4.0
322,simple,0.0,0.0,0.0
323,simple,0.0,0.0,0.0
324,simple,0.0,0.0,0.0
325,simple,0.0,0.0,0.0
326,simple,0.4444,1.3333333333333335,1.7777777777777781
327,simple,1.7778,1.3333333333333335,3.111111111111111
328,simple,0.0,0.0,0.0
329,simple,0.0,0.0,0.0
330,simple,0.0,0.0,0.0
331,simple,0.0,0.0,0.0
332,simple,0.4444,1.3333333333333335,1.7777777777777781
333,simple,0.0,0.0,0.0
334,simple,0.4444,1.3333333333333335,1.7777777777777781
335,simple,1.7778,1.3333333333333335,3.111111111111111
336,simple,0.4444,1.3333333333333335,1.7777777777777781
337,simple,0.4444,1.3333333333333335,1.7777777777777781
338,simple,0.4444,1.3333333333333335,1.7777777777777781
339,simple,0.4444,1.3333333333333335,1.7777777777777781
340,simple,0.4444,1.3333333333333335,1.7777777777777781
341,simple,0.0,0.0,0.0
342,simple,0.4444,1.3333333333333335,1.7777777777777781
343,simple,0.0,0.0,0.0
344,simple,0.4444,1.3333333333333335,1.7777777777777781
345,simple,0.0,0.0,0.0
346,simple,0.0,0.0,0.0
347,simple,0.0,0.0,0.0
348,simple,0.0,0.0,0.0
349,simple,1.7778,1.3333333333333335,3.111111111111111
350,simple,0.0,0.0,0.0
351,simple,1.7778,1.3333333333333335,3.111111111111111
352,simple,0.4444,1.3333333333333335,1.7777777777777781
353,simple,0.0,0.0,0.0
354,simple,0.4444,1.3333333333333335,1.7777777777777781
355,simple,0.0,0.0,0.0
356,simple,1.7778,1.3333333333333335,3.111111111111111
357,simple,0.4444,1.3333333333333335,1.7777777777777781
358,simple,1.7778,1.3333333333333335,3.111111111111111
359,simple,0.0,0.0,0.0
360,simple,0.0,0.0,0.0
361,simple,4.0,0.0,4.0
362,simple,0.4444,1.3333333333333335,1.7777777777777781
363,simple,1.7778,1.3333333333333335,3.111111111111111
364,simple,4.0,0.0,4.0
365,simple,1.7778,1.3333333333333335,3.111111111111111
366,simple,0.4444,1.3333333333333335,1.7777777777777781
367,simple,0.0,0.0,0.0
368,simple,0.0,0.0,0.0
369,simple,4.0,0.0,4.0
370,simple,0.0,0.0,0.0
371,simple,0.0,0.0,0.0
372,simple,0.4444,1.3333333333333335,1.7777777777777781
373,simple,0.0,0.0,0.0
374,simple,0.0,0.0,0.0
375,simple,0.0,0.0,0.0
376,simple,0.0,0.0,0.0
377,simple,0.0,0.0,0.0
378,simple,0.0,0.0,0.0
379,simple,0.4444,1.3333333333333335,1.7777777777777781
380,simple,0.4444,1.3333333333333335,1.7777777777777781
381,simple,0.0,0.0,0.0
382,simple,0.0,0.0,0.0
383,simple,0.4444,1.3333333333333335,1.7777777777777781
384,simple,0.0,0.0,0.0
385,simple,0.4444,1.3333333333333335,1.7777777777777781
386,simple,0.0,0.0,0.0
387,simple,0.4444,1.3333333333333335,1.7777777777777781
388,simple,1.7778,1.3333333333333335,3.111111111111111
389,simple,0.0,0.0,0.0
390,simple,1.7778,1.3333333333333335,3.111111111111111
391,simple,0.0,0.0,0.0
392,simple,0.0,0.0,0.0
393,simple,4.0,0.0,4.0
394,simple,0.4444,1.3333333333333335,1.7777777777777781
395,simple,0.4444,1.3333333333333335,1.7777777777777781
396,simple,0.4444,1.3333333333333335,1.7777777777777781
397,simple,0.0,0.0,0.0
398,simple,1.7778,1.3333333333333335,3.111111111111111
399,simple,0.0,0.0,0.0
400,simple,0.4444,1.3333333333333335,1.7777777777777781
401,simple,0.4444,1.3333333333333335,1.7777777777777781
402,simple,0.4444,1.3333333333333335,1.7777777777777781
403,simple,0.0,0.0,0.0
404,simple,0.4444,1.3333333333333335,1.7777777777777781
405,simple,1.7778,1.3333333333333335,3.111111111111111
406,simple,0.4444,1.3333333333333335,1.7777777777777781
407,simple,0.4444,1.3333333333333335,1.7777777777777781
408,simple,4.0,0.0,4.0
409,simple,0.4444,1.3333333333333335,1.7777777777777781
410,simple,0.4444,1.3333333333333335,1.7777777777777781
411,simple,0.0,0.0,0.0
412,simple,1.7778,1.3333333333333335,3.111111111111111
413,simple,1.7778,1.3333333333333335,3.111111111111111
414,simple,0.0,0.0,0.0
415,simple,0.0,0.0,0.0
416,simple,0.4444,1.3333333333333335,1.7777777777777781
417,simple,1.7778,1.3333333333333335,3.111111111111111
418,simple,0.0,0.0,0.0
419,simple,1.7778,1.3333333333333335,3.111111111111111
420,simple,0.4444,1.3333333333333335,1.7777777777777781
421,simple,0.4444,1.3333333333333335,1.7777777777777781
422,simple,0.0,0.0,0.0
423,simple,0.0,0.0,0.0
424,simple,0.0,0.0,0.0
425,simple,0.4444,1.3333333333333335,1.7777777777777781
426,simple,1.7778,1.3333333333333335,3.111111111111111
427,simple,0.0,0.0,0.0
428,simple,1.7778,1.3333333333333335,3.111111111111111
429,simple,0.0,0.0,0.0
430,simple,0.0,0.0,0.0
431,simple,1.7778,1.3333333333333335,3.111111111111111
432,simple,0.4444,1.3333333333333335,1.7777777777777781
433,simple,0.4444,1.3333333333333335,1.7777777777777781
434,simple,1.7778,1.3333333333333335,3.111111111111111
435,simple,0.0,0.0,0.0
436,simple,0.4444,1.3333333333333335,1.7777777777777781
437,simple,0.0,0.0,0.0
438,simple,0.0,0.0,0.0
439,simple,0.4444,1.3333333333333335,1.7777777777777781
440,simple,0.4444,1.3333333333333335,1.7777777777777781
441,simple,0.0,0.0,0.0
442,simple,1.7778,1.3333333333333335,3.111111111111111
443,simple,0.0,0.0,0.0
444,simple,0.0,0.0,0.0
445,simple,0.0,0.0,0.0
446,simple,0.4444,1.3333333333333335,1.7777777777777781
447,simple,0.4444,1.3333333333333335,1.7777777777777781
448,simple,0.0,0.0,0.0
449,simple,0.4444,1.3333333333333335,1.7777777777777781
450,simple,0.4444,1.3333333333333335,1.7777777777777781
451,simple,1.7778,1.3333333333333335,3.111111111111111
452,simple,0.0,0.0,0.0
453,simple,0.0,0.0,0.0
454,simple,0.4444,1.3333333333333335,1.7777777777777781
455,simple,0.0,0.0,0.0
456,simple,0.4444,1.3333333333333335,1.7777777777777781
457,simple,0.0,0.0,0.0
458,simple,1.7778,1.3333333333333335,3.111111111111111
459,simple,0.4444,1.3333333333333335,1.7777777777777781
460,simple,0.4444,1.3333333333333335,1.7777777777777781
461,simple,0.4444,1.3333333333333335,1.7777777777777781
462,simple,0.4444,1.3333333333333335,1.7777777777777781
463,simple,4.0,0.0,4.0
464,simple,1.7778,1.3333333333333335,3.111111111111111
465,simple,0.0,0.0,0.0
466,simple,0.0,0.0,0.0
467,simple,0.0,0.0,0.0
468,simple,0.0,0.0,0.0
469,simple,0.4444,1.3333333333333335,1.7777777777777781
470,simple,0.0,0.0,0.0
471,simple,0.0,0.0,0.0
472,simple,4.0,0.0,4.0
473,simple,0.0,0.0,0.0
474,simple,0.0,0.0,0.0
475,simple,0.4444,1.3333333333333335,1.7777777777777781
476,simple,0.4444,1.3333333333333335,1.7777777777777781
477,simple,4.0,0.0,4.0
478,simple,0.4444,1.3333333333333335,1.7777777777777781
479,simple,0.4444,1.3333333333333335,1.7777777777777781
480,simple,0.4444,1.3333333333333335,1.7777777777777781
481,simple,0.0,0.0,0.0
482,simple,0.0,0.0,0.0
483,simple,0.4444,1.3333333333333335,1.7777777777777781
484,simple,0.0,0.0,0.0
485,simple,0.0,0.0,0.0
486,simple,0.0,0.0,0.0
487,simple,4.0,0.0,4.0
488,simple,0.4444,1.3333333333333335,1.7777777777777781
489,simple,1.7778,1.3333333333333335,3.111111111111111
490,simple,0.4444,1.3333333333333335,1.7777777777777781
491,simple,4.0,0.0,4.0
492,simple,0.0,0.0,0.0
493,simple,0.4444,1.3333333333333335,1.7777777777777781
494,simple,1.7778,1.3333333333333335,3.111111111111111
495,simple,0.4444,1.3333333333333335,1.7777777777777781
496,simple,0.0,0.0,0.0
497,simple,0.0,0.0,0.0
498,simple,0.4444,1.3333333333333335,1.7777777777777781
499,simple,0.0,0.0,0.0
500,simple,0.4444,1.3333333333333335,1.7777777777777781
501,simple,0.0,0.0,0.0
502,simple,0.4444,1.3333333333333335,1.7777777777777781
503,simple,0.4444,1.3333333333333335,1.7777777777777781
504,simple,0.0,0.0,0.0
505,simple,0.4444,1.3333333333333335,1.7777777777777781
506,simple,0.4444,1.3333333333333335,1.7777777777777781
507,simple,1.7778,1.3333333333333335,3.111111111111111
508,simple,0.4444,1.3333333333333335,1.7777777777777781
509,simple,0.4444,1.3333333333333335,1.7777777777777781
510,simple,0.4444,1.3333333333333335,1.7777777777777781
511,simple,1.7778,1.3333333333333335,3.111111111111111
512,simple,1.7778,1.3333333333333335,3.111111111111111
513,simple,0.4444,1.3333333333333335,1.7777777777777781
514,simple,1.7778,1.3333333333333335,3.111111111111111
515,simple,1.7778,1.3333333333333335,3.111111111111111
516,simple,0.0,0.0,0.0
517,simple,0.0,0.0,0.0
518,simple,0.4444,1.3333333333333335,1.7777777777777781
519,simple,0.4444,1.3333333333333335,1.7777777777777781
520,simple,0.4444,1.3333333333333335,1.7777777777777781
521,simple,1.7778,1.3333333333333335,3.111111111111111
522,simple,0.0,0.0,0.0
523,simple,0.0,0.0,0.0
524,simple,4.0,0.0,4.0
525,simple,0.4444,1.3333333333333335,1.7777777777777781
526,simple,0.4444,1.3333333333333335,1.7777777777777781
527,simple,0.0,0.0,0.0
528,simple,0.0,0.0,0.0
529,simple,0.0,0.0,0.0
530,simple,0.4444,1.3333333333333335,1.7777777777777781
531,simple,0.0,0.0,0.0
532,simple,0.4444,1.3333333333333335,1.7777777777777781
533,simple,0.0,0.0,0.0
534,simple,1.7778,1.3333333333333335,3.111111111111111
535,simple,1.7778,1.3333333333333335,3.111111111111111
536,simple,0.4444,1.3333333333333335,1.7777777777777781
537,simple,4.0,0.0,4.0
538,simple,0.0,0.0,0.0
539,simple,0.0,0.0,0.0
540,simple,0.0,0.0,0.0
541,simple,0.0,0.0,0.0
542,simple,0.0,0.0,0.0
543,simple,0.4444,1.3333333333333335,1.7777777777777781
544,simple,1.7778,1.3333333333333335,3.111111111111111
545,simple,0.4444,1.3333333333333335,1.7777777777777781
546,simple,0.0,0.0,0.0
547,simple,1.7778,1.3333333333333335,3.111111111111111
548,simple,0.4444,1.3333333333333335,1.7777777777777781
549,simple,0.4444,1.3333333333333335,1.7777777777777781
550,simple,0.0,0.0,0.0
551,simple,1.7778,1.3333333333333335,3.111111111111111
552,simple,0.4444,1.3333333333333335,1.7777777777777781
553,simple,0.4444,1.3333333333333335,1.7777777777777781
554,simple,0.0,0.0,0.0
555,simple,0.4444,1.3333333333333335,1.7777777777777781
556,simple,0.0,0.0,0.0
557,simple,0.4444,1.3333333333333335,1.7777777777777781
558,simple,0.4444,1.3333333333333335,1.7777777777777781
559,simple,0.0,0.0,0.0
560,simple,1.7778,1.3333333333333335,3.111111111111111
561,simple,1.7778,1.3333333333333335,3.111111111111111
562,simple,0.4444,1.3333333333333335,1.7777777777777781
563,simple,0.0,0.0,0.0
564,simple,0.4444,1.3333333333333335,1.7777777777777781
565,simple,0.0,0.0,0.0
566,simple,0.4444,1.3333333333333335,1.7777777777777781
567,simple,0.0,0.0,0.0
568,simple,1.7778,1.3333333333333335,3.111111111111111
569,simple,0.0,0.0,0.0
570,simple,0.0,0.0,0.0
571,simple,0.0,0.0,0.0
572,simple,0.0,0.0,0.0
573,simple,0.4444,1.3333333333333335,1.7777777777777781
574,simple,0.4444,1.3333333333333335,1.7777777777777781
575,simple,0.4444,1.3333333333333335,1.7777777777777781
576,simple,0.0,0.0,0.0
577,simple,0.0,0.0,0.0
578,simple,1.7778,1.3333333333333335,3.111111111111111
579,simple,0.4444,1.3333333333333335,1.7777777777777781
580,simple,0.0,0.0,0.0
581,simple,0.0,0.0,0.0
582,simple,0.0,0.0,0.0
583,simple,0.4444,1.3333333333333335,1.7777777777777781
584,simple,0.4444,1.3333333333333335,1.7777777777777781
585,simple,0.4444,1.3333333333333335,1.7777777777777781
586,simple,0.4444,1.3333333333333335,1.7777777777777781
587,simple,0.4444,1.3333333333333335,1.7777777777777781
588,simple,0.0,0.0,0.0
589,simple,0.0,0.0,0.0
590,simple,0.4444,1.3333333333333335,1.7777777777777781
591,simple,0.0,0.0,0.0
592,simple,0.0,0.0,0.0
593,simple,1.7778,1.3333333333333335,3.111111111111111
594,simple,0.0,0.0,0.0
595,simple,0.0,0.0,0.0
596,simple,0.0,0.0,0.0
597,simple,0.0,0.0,0.0
598,simple,0.4444,1.3333333333333335,1.7777777777777781
599,simple,0.4444,1.3333333333333335,1.7777777777777781
600,simple,0.0,0.0,0.0
601,simple,1.7778,1.3333333333333335,3.111111111111111
602,simple,4.0,0.0,4.0
603,simple,0.0,0.0,0.0
604,simple,0.0,0.0,0.0
605,simple,0.4444,1.3333333333333335,1.7777777777777781
606,simple,0.0,0.0,0.0
607,simple,0.4444,1.3333333333333335,1.7777777777777781
608,simple,0.0,0.0,0.0
609,simple,0.4444,1.3333333333333335,1.7777777777777781
610,simple,0.0,0.0,0.0
611,simple,0.0,0.0,0.0
612,simple,0.0,0.0,0.0
613,simple,0.4444,1.3333333333333335,1.7777777777777781
614,simple,0.0,0.0,0.0
615,simple,0.0,0.0,0.0
616,simple,0.4444,1.3333333333333335,1.7777777777777781
617,simple,0.0,0.0,0.0
618,simple,0.4444,1.3333333333333335,1.7777777777777781
619,simple,0.0,0.0,0.0
620,simple,0.0,0.0,0.0
621,simple,0.4444,1.3333333333333335,1.7777777777777781
622,simple,0.0,0.0,0.0
623,simple,0.4444,1.3333333333333335,1.7777777777777781
624,simple,0.0,0.0,0.0
625,simple,0.0,0.0,0.0
626,simple,0.4444,1.3333333333333335,1.7777777777777781
